,F1,F2,F3,F4,F5,LabelF1,LabelF2,LabelF3,LabelF4,LabelF5
0,41.683291320729396,21.58318487202596,38.12375742494034,29.55921369153719,47.623987947867285,0.0,0.0,0.0,0.0,0.0
1,42.06671937263906,16.477197762671942,41.23375903770909,26.9750410527791,50.318319773962735,0.0,0.0,0.0,0.0,0.0
2,39.373722888025405,21.993552735739748,33.18551643139161,34.32330990381947,45.17514385854301,0.0,0.0,0.0,0.0,0.0
3,41.91594085562769,19.572300114693444,46.13905752942171,31.575209966305362,50.18500799181871,0.0,0.0,0.0,0.0,0.0
4,37.262922064697584,18.344776524559826,34.089970986284605,31.48822003114001,47.445269148136184,0.0,0.0,0.0,0.0,0.0
5,39.93463975259896,19.89104969153389,37.12620931468363,33.89543501602299,49.93467666999159,0.0,0.0,0.0,0.0,0.0
6,42.004921319292656,24.147845213242036,35.11196359819928,30.68993760385403,52.50882326988899,0.0,0.0,0.0,0.0,0.0
7,43.477737560584615,19.47051680122009,36.027422655409026,34.355899827865265,48.66604723931999,0.0,0.0,0.0,0.0,0.0
8,35.3732393298566,22.665273844584988,41.62685095313604,28.37048112280663,48.8131730017054,0.0,0.0,0.0,0.0,0.0
9,40.93358481772229,21.174836356285514,25.41557451921584,31.152222220126415,47.46386584591645,0.0,0.0,0.0,0.0,0.0
10,36.27643234545303,23.82770534592531,43.771192047893734,31.80734360053527,49.90855134626613,0.0,0.0,0.0,0.0,0.0
11,45.578491545282034,23.070155147616223,42.919688726861594,28.889021944447105,45.753340446678145,0.0,0.0,0.0,0.0,0.0
12,44.46558926409756,17.13399883979889,36.10568493531743,29.759202788040383,50.704166426566594,0.0,0.0,0.0,0.0,0.0
13,31.81609448927179,18.82897071097039,41.42877797904551,32.788053412381856,47.154162723009094,0.0,0.0,0.0,0.0,0.0
14,41.80016298353473,20.364222335084722,47.1214680156259,27.4736280740297,45.993105828865886,0.0,0.0,0.0,0.0,0.0
15,41.83590892669243,18.534945485141794,42.64921001258105,31.963469916564037,46.67355161085313,0.0,0.0,0.0,0.0,0.0
