,F1,F2,F3,F4,F5,LabelF1,LabelF2,LabelF3,LabelF4,LabelF5
0,16.362973248900023,8.785333057969169,2.5598735052270047,23.307983401361042,32.27849620757567,0.0,0.0,0.0,0.0,0.0
1,18.64124398700609,7.651349838562581,1.899361820612229,19.873662225467132,29.34509678881082,0.0,0.0,0.0,0.0,0.0
2,28.30117351539772,7.935910510611698,2.071781417274897,12.66359842306721,26.698839617459175,0.0,0.0,0.0,0.0,0.0
3,22.621815939674814,8.006360634262501,2.4219695228274296,18.23497206780694,32.03172221789282,0.0,0.0,0.0,0.0,0.0
4,19.265065469133944,6.7966904676290625,2.3595253820566264,18.20750776852032,34.251704472841446,0.0,0.0,0.0,0.0,0.0
5,21.453998825141298,7.1092002238750664,2.5227428048914793,20.180845634981786,20.08136488976551,0.0,0.0,0.0,0.0,0.0
6,15.462230606499052,8.490846430821716,2.50328321821123,25.82128444810418,26.55158637026039,0.0,0.0,0.0,0.0,0.0
7,23.857513350934767,8.663224294243141,2.0134117529520443,16.01138963711731,33.41350966240807,0.0,0.0,0.0,0.0,0.0
8,20.076843267140188,8.387694756333987,2.6128215575880405,24.068645787530055,34.86577883430931,0.0,0.0,0.0,0.0,0.0
9,22.46117237339082,5.089481386505478,2.3871866334060785,22.237580155886153,35.5310324897341,0.0,0.0,0.0,0.0,0.0
10,18.84770703042415,6.1663984133724306,2.4234371030589896,23.068699106184997,27.33208742974197,0.0,0.0,0.0,0.0,0.0
11,19.027905058494756,9.947289603705343,2.379062319940367,23.720232009490168,30.708461225135338,0.0,0.0,0.0,0.0,0.0
12,22.436911430836112,8.938826766568107,2.4620593992786914,25.583176695071952,39.70439867835949,0.0,0.0,0.0,0.0,0.0
13,19.84160544152456,7.492223063099066,2.6087197975464966,18.345717016220373,24.187419891651626,0.0,0.0,0.0,0.0,0.0
14,17.805473720166315,8.002705749728118,2.460227065006434,20.429380694656537,31.17770319618102,0.0,0.0,0.0,0.0,0.0
